Hotel,link,review
Minerve Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"We had a great stay at this hotel. Room was very good. Cosy place. Super friendly receptionist! Would definitely go back! Great location as well. Only a few minutes from Norte Dame, and with lots of restaurants near by."
Minerve Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Excellent hotel!! Friently staff particularly Mr Victor!! Good location(two blocks of Seine), Clean hotel!! I would highly recommend it. Ideal for couples but also for family !! Very safe area !! Easy access to metro and buses."
Minerve Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"The Minerve Hotel is perfectly located. 5min walk to two metro stations and 10min to Ile-de-Cite (Notre Dame). The room was very clean and the bed very comfortable. We had a balcony which was very nice. The room is quite small (11qm incl. bathroom), which is normal for Paris. We didn't expected the bathroom to only have a glassdoor. As a couple that was ok, but if you travel with friends, it would better to have more privacy."
Minerve Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Considering this is a 3 star hotel in Paris, the rooms are the expected size...but furnished well and a nice touch of painting the sky on our ceiling which made the room feel light and bigger.  Tea/coffee facilities were neat and the bathroom had a shower in the bath, and we used both. Again no complaints. Staff were friendly and spoke excellent English. Location suited us as we were there to meet friends and family just round the corner. It was also better value than some of the local 3 star alternatives. Would stay again if in the area, without a doubt."
Minerve Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Very new room, very clean, great bed and shower. Only the elevator was small, as almost everywhere in paris. Would stay here certainly again. Great service also. Hotel has 4 parking spaces for 25 euro so bookearly."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or{}-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"We had a great stay at this hotel. Room was very good. Cosy place. Super friendly receptionist! Would definitely go back! Great location as well. Only a few minutes from Norte Dame, and with lots of restaurants near by."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or{}-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Excellent hotel!! Friently staff particularly Mr Victor!! Good location(two blocks of Seine), Clean hotel!! I would highly recommend it. Ideal for couples but also for family !! Very safe area !! Easy access to metro and buses."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or{}-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"The Minerve Hotel is perfectly located. 5min walk to two metro stations and 10min to Ile-de-Cite (Notre Dame). The room was very clean and the bed very comfortable. We had a balcony which was very nice. The room is quite small (11qm incl. bathroom), which is normal for Paris. We didn't expected the bathroom to only have a glassdoor. As a couple that was ok, but if you travel with friends, it would better to have more privacy."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or{}-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Considering this is a 3 star hotel in Paris, the rooms are the expected size...but furnished well and a nice touch of painting the sky on our ceiling which made the room feel light and bigger.  Tea/coffee facilities were neat and the bathroom had a shower in the bath, and we used both. Again no complaints. Staff were friendly and spoke excellent English. Location suited us as we were there to meet friends and family just round the corner. It was also better value than some of the local 3 star alternatives. Would stay again if in the area, without a doubt."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or{}-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Very new room, very clean, great bed and shower. Only the elevator was small, as almost everywhere in paris. Would stay here certainly again. Great service also. Hotel has 4 parking spaces for 25 euro so bookearly."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or5-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"I had a fantastic stay at Minerve hotel, my room was comfortable and clean. The staff were also extremely helpful and friendly. A big thanks to Moustafa who helped make my trip a pleasant one. I will definitely book reservations in future"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or5-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,Nice hotel with very friendly and helpful staff!  Amazing location - close to all Paris attractions.  Room was nice and warm for this time of the year.  Pricing is really good!  I couldn't find anything to complain about.
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or5-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Yes, the rooms are small but perfectly formed, full of character, clean and comfortable. And the location is perfect, in the Lain Quarter, surrounded by bars and restaurants (we especially liked Bon Vivant). Close enough to many attractions and metro stations, which is very easy to use. Can't comment on the food as we ate out all the time, but all in all, a great hotel and we would stay here again."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or5-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"We come here for years every year cause of good location, nice rooms (some too small and too small bathrooms), breakfast was even better befor ( no fresh fruits) , friendly staff, all very clean. we will come again - as Paris loves us...."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or5-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"This hotel needs sound proofing . Don’t stay here if you want sleep.you hear everybody talking in all rooms around you,all the tvs, when someone has a shower and other things.needs fridge in rooms also.room was good apart from that and comfy beds.would not of been able to have 2 suitcases in room only room to open one."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or10-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Very nice staff,  absolutely perfect.  Unfortunately the elevator, bedrooms and bathrooms are almost not big enough to fit 2 people inside,  especially with luggage. Breakfast is reallly poor in diversity. All in all is very well located, and it's clean.  No shower caps available,  which makes no sense with the price charged for the tiny rooms.  Smells nice"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or10-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Everything was good once I arrived, the staff was perfect and everything was okay , the location and everything even the room that was so small but it is still good. The worst thing happened to me at this hotel was on my check out.. I booked a share bus to the airport at4 am . By mistake my alarm on the phone didn’t work!! And I over slept. The guy who was working down stairs called me to awake me up in a very strange way!! He didn’t even say hello or good morning!! He was shouting at me!! As if i am on of his children !!and this never happened to me since I started traveling. I believe i made a mistake and I should have been there before 4 am but that was a mistake from me!! On his second call to me i told him (the bus can go they don’t need to wait sorry).. he kept showing by"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or10-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Pathetic unhelpful and would never recommend to anyone  Customer service was non existent and we were made to feel unwelcome and that any form of help was too much of an effort The rooms are pathetic,we could hear snoring next door, the shower next door was right behind the bed wall, the heater sounded like a steam train and the floor would have been more comfortable than the bed. To ask for any assistance from staff seemed like they had to cut off a leg for you, too much effort for them to even look you in the eye or give you more than 4 words in a sentence. To top off our experience, we had a 3:30am phone call from reception that was meant for another room, seriously!! We would never recommend this hotel to anyone or anything as you will probably have a better experience"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or10-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Everything was excellent, it was beyond my expectations. I was very impressed by the professional team. :) For sure I'll recommend this hotel to my friends and business partners. Next time I visit Paris it will be on top of my list."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or10-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"This is a nice tradtional Paris hotel with a relaxed atmosphere, friendly staff, and the smallest lift I've experienced. Although the room was typically small (this is Paris) my daughter and I enjoyed the immaculate cleanliness, comfortable beds and quiet nights. Our room was well-heated, but we could also open the window (a critical feature and sadly lacking in some modern hotels). We loved the neighborhood and founds the perfect bakery with a few tables and serving coffee to have our breakfast nearby (La Parisienne). The hotel breakfast was also good too, and handy for Sunday morning."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or15-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"We stayed for two nights for a short city trip. Perfect location, comfortable stay, nice personel, reasonable price. Some nice bars and Restaurants nearby, Easy to walk to St.Germain, Panteon, Rue Mouftard, Notre Dameor Marais."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or15-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,nice place to stay and convient in the Latin Quarter.  Small rooms and hard pillows is the down side. Price is good and so is the service. Rooms do have thin walls - heard the next door room on the phone at 5 am
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or15-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Rooms too small, tiny And dirty bathroom. There was Mold  on the shower floor and walls. disgusting, need better cleaning and care. very noisy i could hear everything from others rooms which was very unpleasant. Bed not comfortable at all. The room and corridors smell bad.  wouldn’t recommend this hotel to anyone. The location does not compensate the bad experience."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or15-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Viva la Paris...beautiful, heart soaring, ear pleasing, tasty. Soft sky, quiet, friendly, secure. The people were kind and helpful, easy to communicate with limited French language skills. Weather was perfect."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or15-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"This hotel was booked on line for our 3 day stay in Paris upon our arrival from Canada. The hotel is centrally located, close to the Norte Dame and Siene River and within walking distance to numerous restaurants and cafes. The staff was very friendly, helpful and spoke English. The buffet breakfasts was quite good as well.  Our room was quite small by Canadian standards ( for 2 people ) but acceptable by Europe’s standards. The elevator was very small and it was not easy to fit 2 people with carry on luggage, but we managed. Our room was fairly clean except if you looked under the bed, it appeared the area was not vacuumed for an extended period.  Our bathroom which contained the typical toilet and shower stall was both small by Canadian standards and offered little or no"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or20-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"We checked in at 7pm and greeted by a very rude lady. There is only 1 tiny elevator that barely fits 2 people and a luggage. The carpet smells like pee. We ate breakfast buffet. Everything was cold and like eating in the dungeon. Will not stay here again. For the price, you can find a better place"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or20-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Just like buying real estate, hotel location is important too.  Located near the Metro, lots of restaurants and cafes.  Front desk staff were very helpful. We walked to the Notre Dame Cathedral, Louvre, Musee d'Orsay and even the Eiffel towerfrom here. Also there is a direct train to Charles de Galle airport from the Notre Dame metro stop- Would definitely recommend Hotel Minerve!"
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or20-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Very good location, walking distance to major attractions and less than 2 city blocks from the Siene and less than 1 km to St Michel Place.  Clean room, but too small for long stays and a couple. Bathroom wall was of glazed glass and not private,very small.  Samll rooms are typical of Paris but this was really ont he tiny side.  Hotel has other large rooms  Breakfast was fine but could use some fress fruit."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or20-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,"Hotel staff were very welcoming, very good accommodation and buffet breakfast. Good location near Metro and walking distance to the river Seine. Excellent location if traveling by Eurostar into Paris with 2 changes on the Metro, 31 minutes from the Gare du Nord."
Minerve Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d235587-Reviews-or20-Minerve_Hotel-Paris_Ile_de_France.html#REVIEWS,Friendly staff and a great place to use as a base to explore Paris.  Located in Latin quarter and very convenient to restaurants and older areas for exploring.  Close to several metro stops that get you around the city and to the airport and train stations.
Cler Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Hotel was small and quaint. Has an elevator and dinning place during breakfast. Clean and quiet. If you open your windows you can hear the outside noise of the street market. But when closed you don’t hear anything. Having the street market literally outside of your hotel is a blessing. You can walk to a bakery, souvenir shop, restaurants and many many more things."
Cler Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"We could not have been happier with our stay at Cler Hotel. We had excellent service from Elsa who provided the most complete and delicious breakfast service daily, and the receptionist Sujit and all the others who worked at the reception. Rue Cler was particularly quiet, and many restaurants in the area closed the last part of August when we visited, but we did like Le Roussillon next to the hotel and Le Recruetement, two lively Parisian bistros and bars when so many restaurants were closed for August vacations. Hotel rooms small, but only compared to American standards. Just right for Paris, and a great elevator! Thank you for a wonderful stay. The Donovans hope to come back and practice more French with you.  It was very nice that Sujit offered to hold our luggage between"
Cler Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,My wife and I stayed there for our first trip to Paris and we would both highly recommend this hotel. Very modest in amenities but great location and very friendly staff. Idir (front desk staff) was awesome giving us tips and  directions whenever needed.
Cler Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"The location is absolutely superb, near to the Museum we wanted to visit and on a pedestrianized street made it even better!  The service at the hotel was first rate, staff friendly, accommodating and very helpful. The room was very well appointed, with excellent facilities, clean, modern, light and with views across the roof tops to the top of the Eiffel Tower. The breakfast was excellent and good value for money. I cannot recommend this hotel highly enough, I only wish we could have stayed more than one night, I would definitely want to stay here again when visiting Paris."
Cler Hotel,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"I stayed at Cler Hotel for 4 nights with my daughter. I really appreciated that the staff was able to fulfill my requests. The hotel is clean, modern and is located in a very nice location. The area also felt very safe. I liked that there was a fridge in the room, and the beds were very comfortable. The staff was very nice and helpful. All in all we had a lovely time in Paris and the hotel was an important part of that."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or{}-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Hotel was small and quaint. Has an elevator and dinning place during breakfast. Clean and quiet. If you open your windows you can hear the outside noise of the street market. But when closed you don’t hear anything. Having the street market literally outside of your hotel is a blessing. You can walk to a bakery, souvenir shop, restaurants and many many more things."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or{}-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"We could not have been happier with our stay at Cler Hotel. We had excellent service from Elsa who provided the most complete and delicious breakfast service daily, and the receptionist Sujit and all the others who worked at the reception. Rue Cler was particularly quiet, and many restaurants in the area closed the last part of August when we visited, but we did like Le Roussillon next to the hotel and Le Recruetement, two lively Parisian bistros and bars when so many restaurants were closed for August vacations. Hotel rooms small, but only compared to American standards. Just right for Paris, and a great elevator! Thank you for a wonderful stay. The Donovans hope to come back and practice more French with you.  It was very nice that Sujit offered to hold our luggage between"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or{}-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,My wife and I stayed there for our first trip to Paris and we would both highly recommend this hotel. Very modest in amenities but great location and very friendly staff. Idir (front desk staff) was awesome giving us tips and  directions whenever needed.
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or{}-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"The location is absolutely superb, near to the Museum we wanted to visit and on a pedestrianized street made it even better!  The service at the hotel was first rate, staff friendly, accommodating and very helpful. The room was very well appointed, with excellent facilities, clean, modern, light and with views across the roof tops to the top of the Eiffel Tower. The breakfast was excellent and good value for money. I cannot recommend this hotel highly enough, I only wish we could have stayed more than one night, I would definitely want to stay here again when visiting Paris."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or{}-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"I stayed at Cler Hotel for 4 nights with my daughter. I really appreciated that the staff was able to fulfill my requests. The hotel is clean, modern and is located in a very nice location. The area also felt very safe. I liked that there was a fridge in the room, and the beds were very comfortable. The staff was very nice and helpful. All in all we had a lovely time in Paris and the hotel was an important part of that."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or5-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"We had the BEST stay at Cler Hotel.  The location, the staff, and the hotel itself is a 10/10.  Our stay couldn't have been lovelier.  It was our first time at Cler Hotel, but it will not have been our last. :)"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or5-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,Clean hotel; good location; helpful staff (especially Sujit). The wash basins are too small though! We had thought that the rooms had Eiffel Tower view based on the website. But as it turned out there are only 2 rooms like that.
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or5-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"We came and stayed a week at the hotel. Loved the room, the staff, the location and the service at hotel Cler. Many restaurants just outside and a store. Every taxi driver knew where it was so taking a taxi was no problem. The staff was fantastic, helped us with everything we needed. Breakfast was amazing - recommend that."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or5-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"The Cler Hotel couldn’t be more perfectly situated or more welcoming. We were greeted by the wonderful manager, who spoke perfect English and made us feel so welcome.  Our room was clean, comfortable and quiet with a lovely view out the garden window.  Cler Hotel could not be more centrally located to explore Rue Cler, the Eiffel and has a Metro stop nearby.  Merci beaucoup to the staff at Cler Hotel fir making our stay an enjoyable one."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or5-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"This was the perfect hotel for our two night stay in Paris! It was clean and quiet, the staff was incredibly friendly and helpful (absolutely adore Sujit and Elsa!), and it's really close to the Eiffel Tower and Metro 8 line. The breakfast was decent- maybe a little bit expensive for what it is- but it's nice enough (if you're in Paris- there is a lot of eating to be done anyhow!). I would absolutely stay at this hotel again!"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or10-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Great location on rue Cler. Beautiful street and area right outside your door with shops, cafes, etc. Helpful and friendly staff. Room was comfortable and overlooked the busy and interesting street but was not loud. I would stay here again."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or10-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Newly renovated chic little hotel in a perfect location.   Pedestrian street in the center of the Paris.   The service and the team there made us feel welcome!  Love the shower, the views- the bedding and the ambiance!"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or10-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,We spent 2 nights in this small but up-to-date hotel recently renovated. In a pedestrian area close with a general daily market and many interesting shops. It is also close to a couple of metro station (line 8). Walking distance from Tour Eiffel and Les Invalides. We will choose this hotel again for our next trip to Paris.
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or10-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Due to the Covid situation, they do not make the room or change the towels during your stay. This I did not like. This information does not appear on the website when booking. New hotel with small rooms. Located on a very lively street all day and night. Because there is a fruit market, noise is heard at dawn when the market is set up. The tiny elevator can only accommodate one person. Close to the metro exit and the Eiffel tower."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or10-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Lovely boutique hotel, set in cobbled streets full of cafes, cheese shops, restaurants, chocolate shops and bakery’s . Only a few streets from the Effie tower. The hotel is super clean and the staff couldn’t be any friendlier and helpful."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or15-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"We stayed at the Cler Hotel for 3 nights during a long weekend trip to Paris. The hotel is right on charming Rue Cler which has plenty of bakeries and restaurants, and is less than a 10 minute walk to the Eiffel Tower. Rooms are on the smaller side, typical for Paris, but are clean and modern. The hotel staff is very friendly, warm and helpful with tips for traveling around Paris. Highly recommended."
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or15-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Great stay, luxurious room, excellent location and staff.  Just a short walk from the Eiffel Tower, with views from the room, this is an excellent location for a special occasion or just to visit Paris.  Will be coming back!!"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or15-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"perfect hotel with a really nice location near the Tower. Staff is very friendly. Mearsures about covid-19 was perfect. Everything is really clean. A lot of restaurants in de street. Near the bus and metro. With 1 stopover from Gare du Nord untill the hotel, it was like maybe 20 minutes. Everything was perfect and I really like to come back!"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or15-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,One of the best places to stay at when visiting Paris. This was my third time in Paris and without a doubt the best experience hotel wise. The staff is nice and helpful. The rooms are cosy and overall give you a feeling of being welcome in the city.
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or15-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"I stayed at the Cler hotel for a week in the month of November 2019 for a business trip, it isn’t a business hotel but then I was ok to be not provided such a 'business hotel' feeling since this Hotel was acknowledged greatly for their hospitality which is more important to me as against.  I had my wife join me in the middle of the week so that I can use the later part of the trip for leisure visiting in and around Paris. I went for this hotel predominantly because of  the Eiffel tower view and another its proximity to some of the best places around.  Around the hotel: I was overwhelmed when I laid my at the street for the first time - Rue Cler, where this hotel is based. It is a bright and colorful street to make your day, filled with flowers, fruits and eateries - one can"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or20-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,We had a non-refundable stay scheduled in mid-May at the tail end of a 2 week trip.  I contacted the hotel to request the amount paid be applied as a credit when we reschedule the trip.  The hotel went a step further and refunded the amount for our stay.  This trip will be rescheduled and Cler Hotel will definitely be included.
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or20-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"My daughter & I recently stayed here for 3 nights in March 2020. We were absolutely satisfied with this hotel! First of all, this is a great location if this is the area you want to be in (near the Eiffel Tower). It is a lovely Boutique Hotel with the small elevator & winding steps up to the  Reception area. We had a room with a view of the Eiffel Tower which was amazing! I could lay in bed and watch the Eiffel tower sparkle at night! Sure the room is not that big but those who complain must not travel in Europe often because rooms are not that big. The shower was simply wonderful because of the overhead rain showerhead. Plus we even had a view of the Eiffel Tower from our bathroom! So we loved our room on the 6th floor.  Secondly, the service at the front desk was fabulous,"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or20-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"The Cler Hotel was located on a popular street (Rue Cler) with many restaurants and shops. The location is great, just a 10 minute walk to the Eiffel Tower. We stayed in room 605, and we could see the Eiffel Tower from our bed and bathroom! So cool! The room was clean and the bathroom had a rain shower! The staff were all very friendly and helpful with answering any questions we had during our stay. There is an option to pay for breakfast, but we didn't because there are many cute restaurants on the street that serve breakfast! Would highly recommend this hotel! Great location, friendly staff, clean rooms!"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or20-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"If all you care about is location and cleanliness, this place will do the job.  But other than that, we weren't so impressed.  We stayed in another hotel in Paris near the train station (Whistler) and it was a better hotel (not counting the location).  You can't beat the location on Rue Cler with lots of restaurants/shops just meters away and walkability to the Eiffel Tower.  There's a supermarket nearby, and the metro stop is not far either.    As for the bad: tiny room with not much in the way of furniture besides the bed.  Hard to find a place to put things.  Tiny claustrophobic elevator and narrow stairs.  No freebies, they have drinks/snacks available in the kitchen but they are all overpriced.  One day they forgot (?) to restock our room with anything, we didn't have"
Cler Hotel,https://www.tripadvisor.in/Hotel_Review-g187147-d266280-Reviews-or20-Cler_Hotel-Paris_Ile_de_France.html#REVIEWS,"Stayed at the Cler Hotel from Dec 28th through Jan 1st.  I want to thank all the staff, especially Florentin, who helped us secure transportation during the strikes this past December.   The view from our room of the Eiffel Tower was memorable plus.   The restaurants, the market and shops like the chocolate one on the street made it a great place to stay.   It’s about 10 mins walk from the Eiffel Tower.   Rooms are small, bathroom was still decent size.   The elevator fits two people only or one person with their bag."
Hotel Elysees Union,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d229535-Reviews-Hotel_Elysees_Union-Paris_Ile_de_France.html#REVIEWS,"Beautiful charming hotel, I had a good stay, ideally located for my business meetings, I loved this hotel for its beautiful view of the Parisian monuments, the staff were also charming, the check in was fast, very good restaurants in the neighborhood, I will come back with my family soon"
Hotel Elysees Union,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d229535-Reviews-Hotel_Elysees_Union-Paris_Ile_de_France.html#REVIEWS,"Hotel is in a great location and lots of local bars and cafes nearby, quiet location but also close to the most important parts of the city. Staff were welcoming and very helpful. They should be recognized for this."
Hotel Elysees Union,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d229535-Reviews-Hotel_Elysees_Union-Paris_Ile_de_France.html#REVIEWS,"Right in the heart of it all.  5 min walk to Trocadero, 15 min to the Eiffel tower and 10 minutes to the Arc de Triomphe.  The price was right, the location excellent and the room clean, small, super quiet but the AC didn't work properly."
Hotel Elysees Union,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d229535-Reviews-Hotel_Elysees_Union-Paris_Ile_de_France.html#REVIEWS,"Perfect location for easy access. 3 *  small rooms. Double bed room and single bed in the same room. (you need to push the single bed to be able to open the window.) Breakfast very limited. And I mean very limited. (coffee machine, tea) 1 type off cereals,  boild egg, 1 small plate 2 slices off salmi and 2 slices off bacon) Orange juice and apple juice. Each table 1 bascket with few pastries products. AND the Big Suprise. The request 100 euro deposit to be paid after you pay for booking. This 100 euro it is a deposit because in the room you have a mini fridge. (6 items) When you book before 12.00 they will send sombody to check the room and make the transfer back to you account. 😂😂😂😂😂. Sometimes you need 2 week's to take the money back. Depending off what banck you are"
Hotel Elysees Union,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d229535-Reviews-Hotel_Elysees_Union-Paris_Ile_de_France.html#REVIEWS,"We stayed here for 3 nights, in July 2020 .the location Is perfect for getting around and sight seeing, also for restaurants and supermarket ( Carre four). .. We stayed in a triple room, myself,partner & son, whilst it was a small room it was perfect for our 3 nights - any longer though & I think we would have struggled for space. The staff are exceptional, everyone really friendly & helpful - their English leaves me ashamed of my Standard GCSE French .... The breakfast is enough to get you started on your day, the bed was very comfy and we all slept well . We would recommend and definitely stay here again."
